aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium
-0.48488972025836097,-0.4729860772913148,-0.47767791368166596,-0.8767905786193347,-1.1827171447255584,-0.8519026596718914,-0.7285191465887566,1.1328474456099071,0.7313562119343094,-0.9644169630790547,1.0430107280476264,0.6387809167814997,0.8705330645641509,-1.2110645271536677,-1.4134035041301214,-0.9384924467317083,-0.6124945000080337,1.3966660752034894,-0.6113405489889265,-0.5442275072159195
-0.5004762184504761,1.0938743928265067,-0.4376792237091598,-0.5894247405257275,-0.35302240086605136,-0.8052229952308838,-0.6916128184308089,-0.9344539340155282,-1.1208846776447878,0.43134332856679036,-0.8492072442883745,0.22619391918145212,0.3842672750477954,-1.088525274953652,-0.06498588658658463,-0.8112011317133015,-1.003848177650733,1.7447848631307536,-0.9609903881495429,0.9371552510149654
-0.5160627166425911,1.0465644433333734,-0.47767791368166596,0.034569650763248694,-1.1827171447255584,-0.8246728554146371,-0.6916128184308089,0.7040738261320391,-1.280954877978784,-0.9644169630790547,0.9105024666795594,-0.13481970371858956,-0.7292633061495096,-1.088525274953652,1.6205361353428365,-0.6557480213368402,-1.1285652837126923,1.0485472872762256,-0.6812705168210498,1.6778466301304074
-0.5160627166425911,-1.2975309113144962,-0.5976739835991846,-0.8767905786193347,0.7532372576132917,-0.8246728554146371,-0.8392381310625997,-1.1947807744128054,-0.06899478973567101,-0.9644169630790547,1.6525487303407362,0.4152962930814738,1.0133397462436753,-1.4561430315536994,-1.7505079085160056,-0.7250260379176544,-1.0339523067001715,1.0485472872762256,-0.6812705168210498,0.9371552510149654
-0.49268296935441847,-1.1770031828438945,-0.6376726735716908,-1.1805773217468625,-0.9061522301057227,-0.6068344213566017,-0.6547064902728611,1.8066345619322715,1.5317072136042893,-0.509277737542366,-0.8571577399704585,0.0027092954814264074,-0.9588386045457072,2.325068179189646,1.6205361353428365,-0.7182672070317213,-0.8404257628109245,-1.0401654402873581,-0.8910604203174197,-0.17388181765819824
-0.5160627166425911,-1.3313237323810199,0.40229326571347046,1.9886573497997788,0.7532372576132917,-0.14003777694652583,1.2275162457824715,0.8265805745542872,0.6627546975054539,-0.2968794322919114,-0.8465570790610131,-0.530215576418635,0.37342119795821116,0.9246195826180367,-0.06498588658658463,-0.43552278163685315,-0.0706201771181423,0.7004284993489619,0.08795912933230644,-0.5442275072159195
-0.5004762184504761,-1.5656206251089184,-0.39768053373665363,-0.8932114836532552,1.0298021722331272,-0.793553079120632,-0.6547064902728611,0.15279345823192297,-1.3952907353602095,1.7360757751052975,1.4935388166990553,-0.8224646997186688,-0.743724742268955,0.7495635080465853,-0.739194695358353,-0.9159630104452645,0.5873700721052972,-0.6920466523600941,-0.9609903881495429,1.3075009405726865
-0.5160627166425911,0.6849812579215685,-0.5976739835991846,-0.5976351930426876,-0.629587315485887,-0.6379541976506067,-0.8392381310625997,-1.2254074615183674,-0.846478619929366,-0.9644169630790547,-0.8598079051978198,-0.16920195351859355,-0.8069935252915293,-0.7734243407250398,1.6205361353428365,-0.9148365386309423,0.2562246525614749,1.7447848631307536,-0.6113405489889265,-0.17388181765819824
-0.5004762184504761,-1.52506923982909,-0.5576752936266784,-0.6961606232462102,-0.07645748624621558,-0.7468734146796243,-0.5808938339569657,1.561621065087775,-0.0003932753068155021,1.0685382443181544,0.9105024666795594,-0.18639307841859554,0.38607495456272606,-0.2832673319249767,-1.4134035041301214,-0.8979394614161096,0.22612052351203654,1.7447848631307536,-0.751200484653173,0.9371552510149654
0.310021687539507,1.5264225024780116,-0.5176766036541722,1.7095019642231317,-1.0997476703396076,1.4081710936802252,0.04651374472814525,-0.5209936580904413,0.5712860116003132,0.24928763835211495,-0.8651082356525426,-1.3725806965187322,1.6460275764694166,0.6970466856751499,0.6092229221851838,2.09340644151645,-0.35015851829149897,0.7004284993489619,0.9271187433177861,1.3075009405726865
